cluster,text
2.5.2.3.7.1.6.7.1.0,sansan 네 허예린씨 얘기하고 있습니다
2.5.2.3.7.1.6.7.1.0,앗 맞아 그게 있었네용 넵넵 감사합니당
2.5.2.3.7.1.6.7.1.0,네 녹화강의로 진행되고 있습니다
2.5.2.3.7.1.6.7.1.1,네 맞습니다 저 표시는 학생들에게 숨겨져 있다는 표시입니다
2.5.2.3.7.1.6.7.2.0,안녕하세요 이해의 어려움이 다소 있었습니다
2.5.2.3.7.1.6.7.2.0,강의 자료 다운로드에 어려움을 겪고 있습니다
2.5.2.3.7.1.6.7.2.1,제가 컴사용에는 어려움이 있네요
2.5.2.3.7.1.6.7.3.0,이렇게 사용자 이름만 zoom attendance reports에 있었습니다 이메일주소는 없었고요
2.5.2.3.7.1.6.7.3.1,있다가 연락 오면 함 봐볼께요
2.5.2.3.7.1.6.7.3.1,온라인으로 시험본적이 없어서 여쭤보는데 ku zoom이 따로 있나요
2.5.2.3.7.1.6.7.3.1,아까 과제 다운로드 방법 여쭤보셨는데 왼쪽 아래에 grade center 항목이 있습니다
2.5.2.3.7.1.6.7.4.0,개인정보보호 교육에 대한 어떤 문의가 있으신가요
2.5.2.3.7.1.6.7.4.0,httpsickoreaackricaboutsoftwaredo 또한 window설치와 관련한 사항은 디지털 정보처에서 관할하고 있으니 보내드린 링크 참고하셔서
2.5.2.3.7.1.6.7.4.1,맨 밑으로 스크롤을 내리시면 이 컬럼을 학습자에게 공개 라는 옵션이 있습니다
2.5.2.3.7.1.6.7.4.2,고려대학교 원격교육센터 퀵가이드에 도움이 될만한 내용이 있습니다 httpskultipskoreaackrquickreferenceguide
2.5.2.3.7.1.6.7.4.2,왼쪽 메뉴바에서 zoom 이라는 메뉴가 있었는데
2.5.2.3.7.1.6.7.4.3,유선 무선 모두 시도해봤고 크롬으로 진행하고 있습니다
2.5.2.3.7.1.6.7.4.3,앗 죄송하지만 졸업생분께는 라이센스를 드리지 않고 있습니다
2.5.2.3.7.1.6.7.4.4,네 감사합니다 숨어 있었네요
2.5.2.3.7.1.6.7.4.4,과제 및 시험 게시판 설명서가 있나요
2.5.2.3.7.1.6.7.4.4,그렇게 알고는 있습니다
2.5.2.3.7.1.6.7.4.4,네 충분히 인지하고 공감하고 있습니다
2.5.2.3.7.1.6.7.4.4,그래서 다른 방식으로 다운받고는 있습니다만
2.5.2.3.7.1.6.7.4.4,그것도 옵션이 있나보군요
2.5.2.3.7.1.6.7.4.4,vpn으로 한적이 있었는데
2.5.2.3.7.1.6.7.4.4,앗 넵 고민하고 있었는데 감사합니다
2.5.2.3.7.1.6.7.4.4,법정의무교육 코스 개설이 아직 준비중에 있습니다
2.5.2.3.7.1.6.7.4.4,강의자료 탭에 있고 강의자료pptx에요
2.5.2.3.7.1.6.7.4.4,아 죄송합니다 제가 확인함에 있어 착오가 있었습니다
2.5.2.3.7.1.6.7.4.4,이렇게 나와 있고 공지사항에 올라와 있습니다
2.5.2.3.7.1.6.7.4.4,댓글은 게시글이 있어야 작성 가능합니다
2.5.2.3.7.1.6.7.4.4,알림 설정이 있습니다
2.5.2.3.7.1.6.7.4.4,enroll ta 만 있었어
2.5.2.3.7.1.6.7.4.4,선생님 이렇게 공지하고 있어요
2.5.2.3.7.1.6.7.4.4,임시 폴더에 있던것과 별개로
2.5.2.3.7.1.6.7.4.4,원격 지원 서비스 들어가고 있었는데
2.5.2.3.7.1.6.7.4.4,분 시간제한이 있었습니다
2.5.2.3.7.1.6.7.4.4,오늘 회의가 있어서
2.5.2.3.7.1.6.7.4.4,구글 드라이브나 유튜브 사용을 권장드리고 있습니다
2.5.2.3.7.1.6.7.4.4,예전 문의 찾아보니 한 코스에서 같은 오류가 있었던 적이 있더라구요 httpsdeskchannelioctluserchats강언우bdcfafcfdd
2.5.2.3.7.1.6.7.4.4,아 요즘도 큐피드 있군용
2.5.2.3.7.1.6.7.4.4,계정이 잠겨 있었던 거 풀었는데
2.5.2.3.7.1.6.7.4.4,파일명 끝에 test가 있어서요
2.5.2.3.7.1.6.7.4.4,문의사항이 있어 챗 드립니다
2.5.2.3.7.1.6.7.4.4,해결방법이 있을까요
2.5.2.3.7.1.6.7.4.4,이 있습니다
2.5.2.3.7.1.6.7.4.4,더불어 매뉴얼 링크를 전달드리오니 살펴 보시고 궁금한 점 있으시면 편하게 문의해주세요
2.5.2.3.7.1.6.7.4.4,아쉽게도 해당 서비스는 강화학습과 비슷한 방식으로 운영되고 있기는 하지만 현재는 인간 스스로가 강화학습을 하는 형식으로 운영되고 있습니다
2.5.2.3.7.1.6.7.4.4,시간 제한이 계속 있더라고요
2.5.2.3.7.1.6.7.4.4,그러면 조금 있다가
2.5.2.3.7.1.6.7.4.4,아이고 멀쩡하게 잘 있었네요
2.5.2.3.7.1.6.7.4.4,아까까지 들어가 있다가 갑자기 튕겨져 나왔습니다
2.5.2.3.7.1.6.7.4.4,어머 만들고 있었는데 감사합니다
2.5.2.3.7.1.6.7.4.4,과제 옵션 최하단에 있습니다
2.5.2.3.7.1.6.7.4.4,그 그룹내에 이메일 보내는 것이 있어서
2.5.2.3.7.1.6.7.4.4,해결방법이 있을까요
2.5.2.3.7.1.6.7.4.4,프로그램은 아예 사용하고 있지 않아요
2.5.2.3.7.1.6.7.4.4,네네 성적관리센터의 하위 메뉴가 영어로 바뀌어 있습니다
2.5.2.3.7.1.6.7.4.4,성적관리센터 하위 메뉴가 영어로 바뀌어 있습니다
2.5.2.3.7.1.6.7.4.4,설정을 바꿔봤는데도 안나오길래 성적이 해당랭크에 있어야 표기되는건지 궁금하네요
2.5.2.3.7.1.6.7.4.4,하단에 새로 제출 버튼이 있습니다
2.5.2.3.7.1.6.7.4.4,요런문구가 나오는데 해결방법이 있을까요
2.5.2.3.7.1.6.7.4.4,보고서 전부 받는 방법 있을까요
2.5.2.3.7.1.6.7.4.4,시간차가 있게
2.5.2.3.7.1.6.7.4.4,submit 단축키는 있을까요
2.5.2.3.7.1.6.7.4.4,년 학기만 삭제한 이유가 있나요
2.5.2.3.7.1.6.7.4.4,에고공 저도 보니까 없는 것 같아서요 국제하계대학 공홈 공지 보니까 오늘 올라온 파일에 스케쥴 있긴 있더라고요
2.5.2.3.7.1.6.7.4.4,터닛인 표절검사가 pending인 학생들이 있어요
2.5.2.3.7.1.6.7.4.4,isc 학생 로그인은 isc쪽에서 관리하고 있어 말씀드린 메일로 문의주시면 감사하겠습니다
2.5.2.3.7.1.6.7.4.4,우측하단에 있을 것입니다
2.5.2.3.7.1.6.7.4.4,백신이 있습니다
2.5.2.3.7.1.6.7.4.4,앗 쌤 저 다른 테스트코스 있어가지고 거기에서 한번 해볼게요
2.5.2.3.7.1.6.7.4.4,해당 목록이 처음에는 있었는데 없어졌습니다
2.5.2.3.7.1.6.7.4.4,대답을 기다리고 있어요
2.5.2.3.7.1.6.7.4.4,포털에 있었어용
2.5.2.3.7.1.6.7.4.4,앗 작성하고 있었는데 빨리 해주셔서 감사합니다
2.5.2.3.7.1.6.7.4.4,혹시 오늘 오후 시반 경에 네트워크 오류가 있었나요
2.5.2.3.7.1.6.7.4.4,안암동 호랭이 선생님 혹시 영어 가이드라인도 있을까요
2.5.2.3.7.1.6.7.4.4,blackboard 매뉴얼도 통합본 있을까요
2.5.2.3.7.1.6.7.4.4,쿠카이브 개인종합정보 항목이 어디있어요
2.5.2.3.7.1.6.7.4.4,용량 보시면 템플릿있어요
2.5.2.3.7.1.6.7.4.4,우선 학교 이메일이 이전함에 있어서 내부적으로 회의 중에 있습니다
2.5.2.3.7.1.6.7.4.4,강의자료에 올려주신 다음에 announcements에 링크를 거는 방법은 있겠습니다
2.5.2.3.7.1.6.7.4.4,네 선생님 storiesgmailcom 사용하고 있고 학교 계정은네이버웍스 이관했습니다 storieskoreaackr입니다
2.5.2.3.7.1.6.7.4.4,네 모의시험 코스에 머물러 있었습니다
2.5.2.3.7.1.6.7.4.4,아뇨 지금은 으로만 쓰고 있어요
2.5.2.3.7.1.6.7.4.4,초안 작성이란 것도 있나요
2.5.2.3.7.1.6.7.4.4,먼저 온 문의에 응대하고 있어서 답변이 늦어질 것 같습니다 답변까지 분 정도 기다려주시면 감사하겠습니다
2.5.2.3.7.1.6.7.4.4,사용을 못하고 있거든요
2.5.2.3.7.1.6.7.4.4,csv는 엑셀 있으면 되지 싶은디
2.5.2.3.7.1.6.7.4.4,강의 자료가 있습니다
2.5.2.3.7.1.6.7.4.4,내용이 어느정도 있어 메일로 드려도 괜찮을까요
2.5.2.3.7.1.6.7.4.4,거기에 나의 작품 란이 있어요
2.5.2.3.7.1.6.7.4.4,계정 삭제를 못하고 있습니다
2.5.2.3.7.1.6.7.4.4,넵 일꺼를 일로 잘못 제출한게 있어요
2.5.2.3.7.1.6.7.4.4,레디스트림 이외에도 줌을 이용한 녹화 방식이 있습니다
2.5.2.3.7.1.6.7.4.4,야 너 왜 치킨이랑 같이있니
2.5.2.3.7.1.6.7.4.4,안녕하세요 해당 오류건 아직 진행 중에 있습니다 이용에 불편을 드려 죄송합니다
2.5.2.3.7.1.6.7.4.4,접속가능한 앱있을까요
2.5.2.3.7.1.6.7.4.5,보니까 모바일에서 접속한 기록이 있어요
2.5.2.3.7.1.6.7.4.5,모바일의 경우는 safari 접속을 권장드리고 있습니다 safari로 접속해보시겠어요
2.5.2.3.7.1.6.7.4.5,네 homework에서는 오후 제출 시도 기록만 있습니다
2.5.2.3.7.1.6.7.4.5,도치 선생님 보안 프로그램이랑 인터넷 기록 삭제 외에 접속 오류 해결 매뉴얼이 또 있을까요
2.5.2.3.7.1.6.7.4.6,혹시 그 이후에 취소한 내역이 남아 있으면 연락 바랍니다
2.5.2.3.7.1.6.7.4.6,아 취소한적이 있어요
2.5.2.3.7.1.6.7.4.6,혹시 그쪽에서 연락처 있어요
2.5.2.3.7.1.6.7.4.6,아 아 그 차이가 있네요 아 감사합니다
2.5.2.3.7.1.6.7.4.6,어흥톡이나 메일로 연락을 주시면 비활성화를 활성화로 풀어드리고 있습니다
2.5.2.3.7.1.6.7.4.7,지금 한국에 있습니다
2.5.2.3.7.1.6.7.4.7,지금 pc로 접속중에 있습니다
2.5.2.3.7.1.6.7.5.0,우우웅 방금 찾구 있었어
2.5.2.3.7.1.6.7.5.0,송종호 인데요 교번을 못 찾고 있습니다
2.5.2.3.7.1.6.7.5.0,조회 조건 찾고 있었는데
2.5.2.3.7.1.6.7.5.0,억 찾고 있었는데 감사합니다
2.5.2.3.7.1.6.7.5.0,오 찾고 있었는데 감사합니다
2.5.2.3.7.1.6.7.5.1,지금 위의 화면을 못 찾아서 헤매고 있습니다 잠시만요
2.5.2.3.7.1.6.7.6.0,맞죠 그거 체크하고 있었어용
2.5.2.3.7.1.6.7.6.0,온라인 강의도 출석체크가 있나요
2.5.2.3.7.1.6.7.6.1,그런데 대리 출석이 가능한지도 나와 있나요
2.5.2.3.7.1.6.7.7.0,분반이 두개가 있어서요
2.5.2.3.7.1.6.7.7.1,크게 커먼즈와 유튜브 두 가지 방법을 추천드리고 있습니다
2.5.2.3.7.1.6.8.0.0,네 저도 윈도우 컴퓨터가 따로 있어서 일단 그거로 해볼게요
2.5.2.3.7.1.6.8.1.0,아 네네 근데 제가 등록을 따로 한게 아닌데 코스에 분반으로 있으면 그걸 들어도 되는건가요
2.5.2.3.7.1.6.9.0.0,앗 컴퓨터가 느려터져서 답을 못하고 있었는데 감사합니다
2.5.2.3.7.1.7.0.0.0,네네 저거는 따로 관리하는 곳이 있어요 잠시만용
2.5.2.3.7.1.7.1.0.0,아네 아까 제가 똑같은 거 쓴 게 있어서 찾고 잇었어요
2.5.2.4.0.0.0.0.0.0,users 목록은 블랙보드 내에서 따로 추가한 청강생들까지 다 보여지고 있습니다
2.5.2.4.0.1.0.0.0.0,후자가 맞습니다 ip 제한이 따로 있지는 않습니다
2.5.2.4.0.1.1.0.0.0,늦어져서 죄송합니다 알아본 결과 ip제한이 따로 있지는 않습니다
2.5.2.4.0.2.0.0.0.0,블랙보드 앱이 따로 있나요
2.5.2.4.0.2.0.1.0.0,혹시 방법이 따로 있을까요
2.5.2.4.0.2.1.0.0.0,그 또한 따로 정해져 있지 않습니다
2.5.2.4.0.3.0.0.0.0,collaborate에서 갤러리 형식으로 사람들 얼굴을 볼 때 제 자신은 보이지가 않는데 방법이 있을까요
2.5.2.4.0.4.0.0.0.0,회의 화면은 열리지 않고 있습니다
2.5.2.4.0.5.0.0.0.0,근데 아무 이메일도 오지 않아서 혹시 웹사이트로 접속한 줌 녹화파일 찾는 방법이 따로 있을까요
2.5.2.4.0.6.0.0.0.0,네 availability가 avillable로 설정돼 있지 않으면 display기간이어도 학생들에게 보이지 않습니다
2.5.2.4.0.7.0.0.0.0,blackboard에서 collaborate라는 탭이 따로 있을까요
2.5.2.4.1.0.0.0.0.0,통합본은 아니지만 개별적인 기능에 대한 메뉴얼이 pdf 파일로 제공되고 있습니다
2.5.2.4.1.1.0.0.0.0,혹시 블랙보드에 투표 기능이 있나요
2.5.2.4.1.1.1.0.0.0,설문조사 기능이 있습니다
2.5.2.4.1.2.0.0.0.0,그리고 학생들 전체에서 문자보내는 기능은 있나요
2.5.2.4.1.3.0.0.0.0,네 지금 줌으로 같이 학생들의 성적을 채점하고 있습니다
2.5.2.4.1.4.0.0.0.0,안녕하세요 블랙보드에서 출석 체크 기능에 대해 질문이 있습니다
2.5.2.4.1.5.0.0.0.0,줌의 어떤 기능에 대한 문의가 있으신가요
2.5.2.4.1.6.0.0.0.0,저 기능이 관리자가 잠금되어 있어도
2.5.2.4.1.7.0.0.0.0,네 줌에서 해당 기능은 제공하고 있지 않습니다
2.5.2.5.0.0.0.0.0.0,다른 문의 있으시면 편하게 톡 남겨주세요 감사합니다
2.5.2.5.0.0.0.0.0.0,다른 문의 있으시면 편하게 톡 남겨주세요 감사합니다
2.5.2.5.0.0.0.0.0.0,다른 문의 있으시면 편하게 톡 남겨주세요 감사합니다
2.5.2.5.0.1.0.0.0.0,시간이 충분히 지나도 오류가 있으시면 다시 어흥톡에 문의 남겨주세요
2.5.2.5.0.2.0.0.0.0,감사합니다 또 문의 있으시면 언제든지 남겨주세요
2.5.2.5.0.3.0.0.0.0,넵 추가 문의 있으시면 톡 남겨주세요 감사합니다
2.5.2.5.0.5.0.0.0.0,다른 문의 있으심 편하게 톡 남겨주세요 감사합니다
2.5.2.5.1.0.0.0.0.0,안녕하세요 추가 질문이 있습니다
2.5.2.5.2.0.0.0.0.0,감사합니다 추가 문의 사항이 있으시다면 언제든 톡 주세요
2.5.2.5.2.0.0.1.0.0,괜찮습니다 추가 질문이 있으시다면 언제든 톡 주세요
2.5.2.5.2.0.1.0.0.0,추가 문의있으시면 언제든지 톡 남겨주시길 바랍니다 감사합니다
2.5.2.5.2.1.0.0.0.0,감사합니다 추가적인 문의가 있을 경우 언제든 편안하게 문의 주세요
2.5.2.5.3.0.0.0.0.0,구글 계정 관련한 문의는 문의주신 원격교육센터에서는 담당하고 있지 않기에 앞서 말씀드린 전화번호로 연락 주시면 감사하겠습니다
2.5.2.5.4.0.0.0.0.0,혹시 채팅 문의 가능 시간이 따로 있나요
2.5.2.5.5.0.0.0.0.0,안녕하세요 여쭤볼게 있어서 연락 드립니다 블랙보드 로그인할때 신청한 코스가 안보여서 문의 드립니다
2.5.2.5.6.0.0.0.0.0,학생 문의가 있어 단과대학 행정실에서 질문드렸습니다
2.5.2.5.7.0.0.0.0.0,아 이전에 문의주신 적이 있으신가요
2.5.2.5.8.0.0.0.0.0,네 블랙보드 및 온라인 강의 솔루션과 관련하여 문의사항이 있으시다면 언제든 톡 주시기 바랍니다
2.5.2.5.9.0.0.0.0.0,블랙보드 관련 문의가 있으시면 어흥톡으로 문의 바랍니다
2.5.2.5.9.1.0.0.0.0,추가문의가 있습니다
2.5.2.5.9.2.0.0.0.0,안녕하세요 문의가 있습니다
2.5.2.5.9.2.0.1.0.0,안녕하세요 락다운 브라우저 관련 문의가 있습니다
2.5.2.5.9.2.1.0.0.0,안녕하세요 청강생 학습자 등록에 오류가 있어 문의 드립니다
2.5.2.5.9.3.0.0.0.0,문의가 개 정도 있었습니다
2.5.2.6.0.0.0.0.0.0,다른 문의 사항이 있으시면 어흥톡으로 다시 문의주세요
2.5.2.6.1.0.0.0.0.0,어떤 문의 사항이 있으신가요
2.5.2.6.1.1.0.0.0.0,어떤 문의 사항이 있을까요
2.5.2.6.1.1.1.0.0.0,문의 사항이 있습니다
2.5.2.6.2.0.0.0.0.0,다른 문의 사항 있으신가요
2.5.2.6.2.0.1.0.0.0,네 감사합니다 혹시 다른 문의 사항 있으신가요
2.5.2.6.2.1.0.0.0.0,네 감사합니다 다른 문의 사항 더 있으신가요
2.5.2.6.3.1.1.1.1.1,우선 불편을 드려서 죄송합니다 다른 궁금한 사항 있으시면 언제든지 문의 바랍니다 감사합니다
2.5.2.6.3.1.1.1.1.1,우선 불편을 드려서 죄송합니다 다른 궁금한 사항 있으시면 언제든지 문의 바랍니다 감사합니다
2.5.2.6.3.1.1.1.1.1,우선 불편을 드려서 죄송합니다 다른 궁금한 사항 있으시면 언제든지 문의 바랍니다 감사합니다
2.5.2.6.4.0.0.0.0.0,넵 감사합니다 다른 문의들이 있었어서 답변이 늦었어요 죄송합니다
2.5.2.6.5.0.0.0.0.0,네 다른 문의 사항은 없으신가요
2.5.2.6.5.0.0.0.0.0,네 다른 문의 사항 없으신가요
2.5.2.6.5.0.0.0.0.0,네 다른 문의 사항은 없으신가요
2.5.2.6.6.0.0.0.0.0,안녕하세요 궁금한 사항이있어 문의드립니다
2.5.2.6.6.1.0.0.0.0,궁금한 사항이 있으면 언제든지 문의 바랍니다 감사합니다
2.5.2.6.6.1.1.0.0.0,다른 궁금한 사항 있으시면 언제든지 문의 바랍니다 감사합니다
2.5.2.6.7.0.0.0.0.0,네 혹시 다른 문의 사항은 없으신가요
2.5.2.6.7.0.0.0.0.0,네 혹시 다른 문의 사항은 없으신가요
2.5.2.6.7.0.0.0.0.0,네 혹시 다른 문의 사항은 없으신가요
2.5.2.6.8.0.0.0.0.0,녹화 강의 관련 궁금한 사항이 있으면 문의 바랍니다 온라인 강의 도구 관련 매뉴얼은 아래 사이트에 참고 바랍니다 httpskultipskoreaackr 감사합니다
2.5.2.6.9.0.0.0.0.0,무슨 문의가 있으신가요
2.5.2.6.9.1.0.0.0.0,괜찮습니다 어떤 문의 있으신가요
2.5.2.6.9.1.1.1.1.1,어떤 문의가 있으신가요
2.5.2.6.9.1.1.1.1.1,어떤 문의가 있으신가요
2.5.2.7.0.0.0.0.0.0,한자시험에 관해 어떤 문의사항이 있으신가요
2.5.2.7.0.1.0.0.0.0,줌에 대해 어떤 문의사항이 있으신가요
2.5.2.7.0.1.0.0.1.0,줌 관련 어떤 문의사항이 있으신가요
2.5.2.7.0.1.0.1.0.0,설문조사 결과 관련 어떤 문의사항이 있으신가요
2.5.2.7.0.1.1.0.0.0,블랙보드 어플 관련 어떤 문의가 있으신가요
2.5.2.7.1.0.0.0.0.0,httpskultipskoreaackrlearningmanagementsystemedcedebacecadedabeabbebabedecabeceeabbebabedcebfebaaebbecbc 더 궁금하신 사항 있으시면 말씀해주세요
2.5.2.7.1.1.0.1.1.1,블랙보드 이용에 관해 궁금한 점이 있으신가요
2.5.2.7.1.1.0.1.1.1,블랙보드 이용에 관해 궁금하신 점이 있으신가요
2.5.2.7.1.1.1.0.0.0,안녕하세요 비대면 강의를 처음 들어봐서 궁금한 점이 있어 문의 드립니다
2.5.2.7.1.1.2.0.0.0,안녕하세요 한가지 궁금한 사항이 있어 연락드렸습니다 혹시 블랙보드 관련 어플리케이션이 있을까요
2.5.2.7.1.1.3.0.0.0,혹시 궁금하신 점 있으신가요
2.5.2.7.1.1.4.0.0.0,블랙보드 사용에 관해 궁금하신 점이 있으신가요
2.5.2.7.1.1.5.0.0.0,블랙보드 이용에 관해 궁금한 것이 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.0.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.8.1.0.0.0.0.0,현재 이용하고 계신 서비스는 챗봇서비스로 원격교육센터에서 직접 답변드리고 있습니다 혹시 궁금하신 점 있으신가요
2.5.2.9.0.0.0.0.0.0,개만 만들었을땐 잘 열리는데 개는 안 되는데 혹시 이유가 있을까요
2.5.2.9.0.1.0.0.0.0,안녕하세요 혹시 삭제한 게시물을 되돌리는 방법이 있나요
2.5.2.9.0.1.1.0.0.0,혹시 다른 방식도 있을까요
2.5.2.9.0.1.1.1.0.0,혹시 kupid zoom 이라는 게 있을까요
2.5.2.9.0.1.1.1.1.0,혹시 컴퓨터에 chrome이 있을까요
2.5.2.9.0.1.1.1.1.0,혹시 매뉴얼이 있을까요
2.5.2.9.0.1.1.1.1.0,혹시 백신 프로그램이 깔려 있나요
2.5.2.9.0.1.1.1.1.0,혹시 방법 있을까요
2.5.2.9.0.1.1.1.1.1,혹시 전화가 있습니까
2.5.2.9.1.0.0.0.0.0,덕분에 잘 해결되었습니다 학년 세미나는 왼쪽 메뉴가 다른 과목들과는 다르게 구성되어 있어서 바로 찾지 못했네요 감사합니다
2.5.2.9.1.1.0.0.0.0,혹시 녹화본들이 게시가 되어 있을까요
2.5.2.9.1.1.1.0.0.0,현재 해당 게시물의 기한이 설정되어 있어서 학생들에게 보이지 않고 있습니다
2.5.2.9.1.1.1.1.0.0,해당 게시물의 기한이 설정되어 있어서 학생들에게 보이지 않고 있습니다
2.5.2.9.1.1.2.0.0.0,과제 업로드 페이지에 게시물 작성 대신 게시물 설정이라는 버튼만 있습니다
2.5.2.9.1.1.3.0.0.0,네 게시되어 있습니다
2.5.2.9.1.2.0.0.0.0,이 분 이름 포털에서 영문으로 되어 있어서
2.5.2.9.1.3.0.0.0.0,기존에 라이센스 부여 안 되어 있어서 할당해드렸습니다
2.5.2.9.1.3.1.0.0.0,아 이런 경우 저 학생이 청강생으로 등록되어 있으면
